ID, VALUE_EN, VALUE_RU, VALUE_UK
"108808","","","10"
"108809","","","11"
"108810","","","11А"
"108811","","","12"
"108812","","","14"
"108813","","","14А"
"108814","","","16"
"108815","","","18"
"108816","","","18А"
"108817","","","18Б"
"108818","","","18В"
"108819","","","18Г"
"108820","","","18Д"
"108821","","","18Е"
"108822","","","18Ж"
"108823","","","18З"
"108824","","","20"
"108825","","","20А"
"108826","","","20Б"
"108827","","","20В"
"108828","","","20Г"
"108829","","","20Д"
"108830","","","20Е"
"108831","","","20Ж"
"108832","","","20З"
"108833","","","20И"
"108834","","","20К"
"108835","","","21"
"108836","","","22"
"108837","","","24"
"108838","","","24А"
"108839","","","24Б"
"108840","","","26"
"108841","","","26А"
"108842","","","28"
"108843","","","28А"
"108844","","","30"
"108845","","","32"
"108846","","","32А"
"108847","","","32Б"
"108848","","","32В"
"108849","","","32Г"
"108850","","","32Д"
"108851","","","32Е"
"108852","","","32Ж"
"108853","","","32З"
"108854","","","44"
"108855","","","1"
"108856","","","Гонти Івана вул."
"108857","","","3"
"108858","","","3А"
"108859","","","5"
"108860","","","7"
"108861","","","9"
"108862","","","3/1"
"108863","","","Гончара Олеся вул."
"108864","","","4"
"108865","","","6"
"108866","","","8"
"108867","","","9"
"108868","","","11"
"108869","","","12"
"108870","","","14"
"108871","","","14/26"
"108872","","","15"
"108873","","","17/19Б"
"108874","","","20"
"108875","","","21"
"108876","","","24"
"108877","","","24А"
"108878","","","24Б"
"108879","","","25"
"108880","","","26"
"108881","","","26А"
"108882","","","28"
"108883","","","28Б"
"108884","","","30А"
"108885","","","30Б"
"108886","","","30В"
"108887","","","32А"
"108888","","","32Б"
"108889","","","32В"
"108890","","","33"
"108891","","","33Б"
"108892","","","33В"
"108893","","","35"
"108894","","","36А"
"108895","","","36Б"
"108896","","","37А"
"108897","","","38"
"108898","","","38А"
"108899","","","40"
"108900","","","40А"
"108901","","","41"
"108902","","","41А"
"108903","","","42"
"108904","","","42Б"
"108905","","","43"
"108906","","","43Б"
"108907","","","43В"
"108908","","","44"
"108909","","","45А"
"108910","","","45Б"
"108911","","","45В"
"108912","","","46"
"108913","","","47/49"
"108914","","","47Б"
"108915","","","47В"
"108916","","","48"
"108917","","","50/1"
"108918","","","51"
"108919","","","52"
"108920","","","52А"
"108921","","","53"
"108922","","","53А"
"108923","","","55"
"108924","","","55А"
"108925","","","55Б"
"108926","","","57"
"108927","","","57Б"
"108928","","","59"
"108929","","","60"
"108930","","","62"
"108931","","","62/72"
"108932","","","65"
"108933","","","65А"
"108934","","","67"
"108935","","","71"
"108936","","","73"
"108937","","","74"
"108938","","","74А"
"108939","","","74Б"
"108940","","","75"
"108941","","","76/2"
"108942","","","77"
"108943","","","79"
"108944","","","82"
"108945","","","84"
"108946","","","86"
"108947","","","86А"
"108948","","","86Б"
"108949","","","88/2"
"108950","","","90/92"
"108951","","","90/92/1"
"108952","","","94"
"108953","","","96"
"108954","","","П6"
"108955","","","2"
"108956","","","Гончарна вул."
"108957","","","3"
"108958","","","4"
"108959","","","5А"
"108960","","","5Б"
"108961","","","6"
"108962","","","7А"
"108963","","","7Б"
"108964","","","8"
"108965","","","9А"
"108966","","","10"
"108967","","","11А"
"108968","","","11Б"
"108969","","","11В"
"108970","","","12"
"108971","","","12А"
"108972","","","13А"
"108973","","","13Б"
"108974","","","14"
"108975","","","15А"
"108976","","","16"
"108977","","","17А"
"108978","","","17Б"
"108979","","","18"
"108980","","","18А"
"108981","","","20"
"108982","","","20А"
"108983","","","6/1"
"108984","","","Гончарова вул."
"108985","","","8"
"108986","","","8/1"
"108987","","","8/2"
"108988","","","8А"
"108989","","","10"
"108990","","","12"
"108991","","","14"
"108992","","","16"
"108993","","","16А"
"108994","","","18"
"108995","","","18А"
"108996","","","20"
"108997","","","21"
"108998","","","22"
"108999","","","23/11"
"109000","","","24"
"109001","","","25"
"109002","","","26/33"
"109003","","","27"
"109004","","","29"
"109005","","","29А"
"109006","","","31"
"109007","","","33"
"109008","","","35"
"109009","","","37"
"109010","","","41"
"109011","","","45"
"109012","","","47"
"109013","","","49"
"109014","","","2"
"109015","","","Горбачова Омеляна вул."
"109016","","","4/2"
"109017","","","6"
"109018","","","14"
"109019","","","16"
"109020","","","18"
"109021","","","2"
"109022","","","Горбунова Академіка вул."
"109023","","","3"
"109024","","","С11"
"109025","","","1"
"109026","","","Горвиця Олександра вул."
"109027","","","8"
"109028","","","10"
"109029","","","12"
"109030","","","14"
"109031","","","16"
"109032","","","17"
"109033","","","18"
"109034","","","20"
"109035","","","25"
"109036","","","27"
"109037","","","29/47"
"109038","","","1А"
"109039","","","Гордієнка Костя пров."
"109040","","","2А"
"109041","","","3"
"109042","","","4"
"109043","","","5"
"109044","","","6"
"109045","","","8"
"109046","","","8Е"
"109047","","","10"
"109048","","","Горенська вул."
"109049","","","3"
"109050","","","Гориста вул."
"109051","","","4"
"109052","","","5"
"109053","","","6"
"109054","","","7"
"109055","","","8"
"109056","","","9"
"109057","","","10"
"109058","","","11"
"109059","","","12"
"109060","","","14"
"109061","","","15/5"
"109062","","","17"
"109063","","","18/4"
"109064","","","19"
"109065","","","21"
"109066","","","3"
"109067","","","Гористий пров."
"109068","","","8"
"109069","","","9"
"109070","","","10"
"109071","","","11"
"109072","","","12"
"109073","","","13/26"
"109074","","","12/1"
"109075","","","Горлівська вул."
"109076","","","38/40"
"109077","","","61"
"109078","","","75"
"109079","","","77"
"109080","","","110"
"109081","","","124"
"109082","","","124/1"
"109083","","","124/140"
"109084","","","124/2"
"109085","","","124/3"
"109086","","","124/4"
"109087","","","137"
"109088","","","196"
"109089","","","198А"
"109090","","","200"
"109091","","","200А"
"109092","","","209"
"109093","","","211"
"109094","","","213"
"109095","","","213А"
"109096","","","215"
"109097","","","220"
"109098","","","226/228"
"109099","","","228"
"109100","","","1-3/11"
"109101","","","Городецького Архітектора вул."
"109102","","","4"
"109103","","","4А"
"109104","","","4Б"
"109105","","","5"
"109106","","","6"
"109107","","","7"
"109108","","","8"
"109109","","","9"
"109110","","","10"
"109111","","","10/1"
"109112","","","11"
"109113","","","11А"
"109114","","","11В"
"109115","","","12"
"109116","","","12/3"
"109117","","","13"
"109118","","","15"
"109119","","","17/1"
"109120","","","59"
"109121","","","6"
"109122","","","Городищенська вул."
"109123","","","6А"
"109124","","","7"
"109125","","","4"
"109126","","","Городня вул."
"109127","","","6А"
"109128","","","6Б"
"109129","","","7/11"
"109130","","","8"
"109131","","","9"
"109132","","","10"
"109133","","","11"
"109134","","","12"
"109135","","","13"
"109136","","","14"
"109137","","","16"
"109138","","","16А"
"109139","","","18"
"109140","","","20"
"109141","","","22"
"109142","","","24"
"109143","","","26"
"109144","","","30"
"109145","","","32"
"109146","","","38"
"109147","","","40"
"109148","","","1"
"109149","","","Горького вул. (Бортничі)"
"109150","","","2"
"109151","","","4"
"109152","","","5"
"109153","","","5/3"
"109154","","","6"
"109155","","","7"
"109156","","","8"
"109157","","","9"
"109158","","","9А"
"109159","","","10"
"109160","","","11"
"109161","","","12"
"109162","","","12А"
"109163","","","13"
"109164","","","14"
"109165","","","15"
"109166","","","16"
"109167","","","17"
"109168","","","18"
"109169","","","19"
"109170","","","20"
"109171","","","21"
"109172","","","22"
"109173","","","23"
"109174","","","24"
"109175","","","25"
"109176","","","26"
"109177","","","27"
"109178","","","28"
"109179","","","29"
"109180","","","30"
"109181","","","31"
"109182","","","32"
"109183","","","33"
"109184","","","34"
"109185","","","35"
"109186","","","36"
"109187","","","38"
"109188","","","39"
"109189","","","40"
"109190","","","43"
"109191","","","44"
"109192","","","45"
"109193","","","46"
"109194","","","47"
"109195","","","48"
"109196","","","49"
"109197","","","50"
"109198","","","51"
"109199","","","52"
"109200","","","53"
"109201","","","54"
"109202","","","55"
"109203","","","56"
"109204","","","57"
"109205","","","59"
"109206","","","61"
"109207","","","63"
"109208","","","65"
"109209","","","67"
"109210","","","69"
"109211","","","71"
"109212","","","73"
"109213","","","75"
"109214","","","77"
"109215","","","79"
"109216","","","81"
"109217","","","83"
"109218","","","85"
"109219","","","8"
"109220","","","Горького вул. (Буча)"
"109221","","","1"
"109222","","","Горького вул. (Жуляни)"
"109223","","","2"
"109224","","","3"
"109225","","","4"
"109226","","","5"
"109227","","","6"
"109228","","","7"
"109229","","","8"
"109230","","","9"
"109231","","","10"
"109232","","","11"
"109233","","","12"
"109234","","","13-13А"
"109235","","","14"
"109236","","","15"
"109237","","","16"
"109238","","","16А"
"109239","","","17"
"109240","","","18"
"109241","","","19"
"109242","","","20"
"109243","","","21"
"109244","","","22"
"109245","","","23"
"109246","","","24"
"109247","","","25"
"109248","","","26"
"109249","","","27"
"109250","","","28"
"109251","","","29"
"109252","","","30"
"109253","","","31"
"109254","","","32"
"109255","","","33"
"109256","","","34"
"109257","","","35"
"109258","","","37"
"109259","","","38"
"109260","","","39"
"109261","","","Горького вул. (Коцюбинське)"
"109262","","","1"
"109263","","","Горького вул. (Троєщина)"
"109264","","","2"
"109265","","","2А"
"109266","","","3"
"109267","","","4"
"109268","","","5"
"109269","","","5Б"
"109270","","","6"
"109271","","","7"
"109272","","","8"
"109273","","","8А"
"109274","","","9"
"109275","","","10"
"109276","","","11"
"109277","","","12"
"109278","","","13"
"109279","","","14"
"109280","","","15"
"109281","","","16"
"109282","","","17"
"109283","","","18"
"109284","","","19"
"109285","","","20"
"109286","","","21"
"109287","","","22"
"109288","","","23"
"109289","","","24"
"109290","","","25"
"109291","","","26"
"109292","","","27"
"109293","","","28"
"109294","","","29"
"109295","","","30"
"109296","","","31"
"109297","","","32А"
"109298","","","33"
"109299","","","35"
"109300","","","36"
"109301","","","36А"
"109302","","","37"
"109303","","","38"
"109304","","","39"
"109305","","","40"
"109306","","","41"
"109307","","","42"
"109308","","","43"
"109309","","","44"
"109310","","","45"
"109311","","","46"
"109312","","","47"
"109313","","","48"
"109314","","","49"
"109315","","","50"
"109316","","","51"
"109317","","","53"
"109318","","","55"
"109319","","","57"
"109320","","","1"
"109321","","","Горького вул. / Антоновича вул."
"109322","","","1/5А"
"109323","","","3"
"109324","","","3А"
"109325","","","3Б"
"109326","","","3В"
"109327","","","4/2"
"109328","","","4/6"
"109329","","","5"
"109330","","","5Б"
"109331","","","6"
"109332","","","7"
"109333","","","7Б"
"109334","","","8"
"109335","","","8А"
"109336","","","8Б"
"109337","","","9"
"109338","","","9Б"
"109339","","","10"
"109340","","","10Б"
"109341","","","11"
"109342","","","12"
"109343","","","12Б"
"109344","","","13"
"109345","","","14"
"109346","","","14Б"
"109347","","","15"
"109348","","","15Б"
"109349","","","16"
"109350","","","16А"
"109351","","","16Б"
"109352","","","16В"
"109353","","","17"
"109354","","","17Б"
"109355","","","18"
"109356","","","18Б"
"109357","","","19/21"
"109358","","","19А"
"109359","","","19Б"
"109360","","","20"
"109361","","","20Б"
"109362","","","20В"
"109363","","","20Г"
"109364","","","21/26"
"109365","","","21А"
"109366","","","22"
"109367","","","23"
"109368","","","23Б"
"109369","","","23В"
"109370","","","24"
"109371","","","24А"
"109372","","","24Б"
"109373","","","25"
"109374","","","25А"
"109375","","","25В"
"109376","","","26"
"109377","","","28"
"109378","","","29"
"109379","","","32"
"109380","","","32А"
"109381","","","33"
"109382","","","34"
"109383","","","34Б"
"109384","","","37/13"
"109385","","","38А"
"109386","","","38Б"
"109387","","","38В"
"109388","","","39"
"109389","","","40"
"109390","","","41"
"109391","","","43"
"109392","","","44"
"109393","","","45"
"109394","","","47"
"109395","","","47/12"
"109396","","","47А"
"109397","","","48"
"109398","","","48А"
"109399","","","48Б"
"109400","","","50"
"109401","","","50Є"
"109402","","","50Е"
"109403","","","51"
"109404","","","52"
"109405","","","52А"
"109406","","","54"
"109407","","","56"
"109408","","","56/15"
"109409","","","57"
"109410","","","58"
"109411","","","59"
"109412","","","59А"
"109413","","","60"
"109414","","","61/14"
"109415","","","62"
"109416","","","62Б"
"109417","","","66"
"109418","","","68"
"109419","","","69"
"109420","","","70"
"109421","","","72"
"109422","","","75"
"109423","","","81"
"109424","","","84"
"109425","","","86"
"109426","","","88"
"109427","","","90-92"
"109428","","","91"
"109429","","","91/14"
"109430","","","93"
"109431","","","94/96"
"109432","","","95"
"109433","","","97"
"109434","","","99"
"109435","","","100"
"109436","","","102"
"109437","","","103А"
"109438","","","104"
"109439","","","105"
"109440","","","105А"
"109441","","","106"
"109442","","","107"
"109443","","","108"
"109444","","","110"
"109445","","","112"
"109446","","","114"
"109447","","","115"
"109448","","","116"
"109449","","","122"
"109450","","","123"
"109451","","","123А"
"109452","","","124/128"
"109453","","","124А"
"109454","","","125"
"109455","","","125А"
"109456","","","127"
"109457","","","130/17"
"109458","","","131"
"109459","","","138"
"109460","","","140"
"109461","","","150"
"109462","","","150А"
"109463","","","152"
"109464","","","154"
"109465","","","155"
"109466","","","155А"
"109467","","","156"
"109468","","","157"
"109469","","","158"
"109470","","","160"
"109471","","","162"
"109472","","","164"
"109473","","","165"
"109474","","","166"
"109475","","","168"
"109476","","","169"
"109477","","","170-172"
"109478","","","170/1Б"
"109479","","","172"
"109480","","","174"
"109481","","","174А"
"109482","","","180"
"109483","","","188"
"109484","","","Горького пров."
"109485","","","1"
"109486","","","Госпітальна вул."
"109487","","","1А"
"109488","","","2"
"109489","","","4"
"109490","","","4А"
"109491","","","12"
"109492","","","12Б"
"109493","","","12Г"
"109494","","","12Д"
"109495","","","16"
"109496","","","18"
"109497","","","24"
"109498","","","24А"
"109499","","","1А"
"109500","","","Госпітальний пров."
"109501","","","16"
"109502","","","3"
"109503","","","Гостинна вул."
"109504","","","5"
"109505","","","7"
"109506","","","Гостинний пров."
"109507","","","1"
"109508","","","Гостомельська вул."
"109509","","","1А"
"109510","","","3"
"109511","","","4"
"109512","","","5"
"109513","","","6"
"109514","","","8"
"109515","","","10"
"109516","","","11"
"109517","","","13"
"109518","","","14"
"109519","","","15"
"109520","","","16"
"109521","","","17"
"109522","","","17А"
"109523","","","18"
"109524","","","18А"
"109525","","","19"
"109526","","","20"
"109527","","","21"
"109528","","","22"
"109529","","","23"
"109530","","","24"
"109531","","","25"
"109532","","","26"
"109533","","","27"
"109534","","","28"
"109535","","","29"
"109536","","","29А"
"109537","","","30"
"109538","","","30А"
"109539","","","31"
"109540","","","33"
"109541","","","34"
"109542","","","34А"
"109543","","","35"
"109544","","","36"
"109545","","","37"
"109546","","","38"
"109547","","","39"
"109548","","","40"
"109549","","","41"
"109550","","","46/2"
"109551","","","Гостомельська пл."
"109552","","","Гостомельське шосе"
"109553","","","1"
"109554","","","Грінченка Бориса вул."
"109555","","","2"
"109556","","","2/1"
"109557","","","3"
"109558","","","3А"
"109559","","","3Б"
"109560","","","4"
"109561","","","4А"
"109562","","","6"
"109563","","","7"
"109564","","","8"
"109565","","","9"
"109566","","","10"
"109567","","","2"
"109568","","","Грінченка Миколи вул."
"109569","","","2/1"
"109570","","","4"
"109571","","","4Б"
"109572","","","4В"
"109573","","","6"
"109574","","","8"
"109575","","","18"
"109576","","","12"
"109577","","","Грабовського Павла вул."
"109578","","","14"
"109579","","","15"
"109580","","","15А"
"109581","","","16"
"109582","","","17"
"109583","","","18"
"109584","","","20"
"109585","","","21"
"109586","","","22"
"109587","","","23"
"109588","","","24"
"109589","","","25"
"109590","","","26"
"109591","","","27"
"109592","","","27А"
"109593","","","27Б"
"109594","","","28"
"109595","","","29"
"109596","","","30"
"109597","","","31"
"109598","","","32"
"109599","","","33/1"
"109600","","","37"
"109601","","","1/7"
"109602","","","Грабовського Павла пров."
"109603","","","3"
"109604","","","4"
"109605","","","5"
"109606","","","6"
"109607","","","7"
"109608","","","8"
"109609","","","9"
"109610","","","10"
"109611","","","14"
"109612","","","6"
"109613","","","Градинська вул."
"109614","","","6А"
"109615","","","6Б"
"109616","","","6В"
"109617","","","10"
"109618","","","10А"
"109619","","","10Б"
"109620","","","12Б"
"109621","","","14"
"109622","","","18"
"109623","","","20"
"109624","","","1/72"
"109625","","","Гребінки вул."
"109626","","","3"
"109627","","","4"
"109628","","","5"
"109629","","","6"
"109630","","","7"
"109631","","","8"
"109632","","","8А"
"109633","","","9"
"109634","","","10"
"109635","","","11"
"109636","","","12"
"109637","","","13"
"109638","","","15"
"109639","","","16"
"109640","","","17"
"109641","","","18"
"109642","","","1"
"109643","","","Грекова Академіка вул."
"109644","","","2"
"109645","","","3"
"109646","","","3/1"
"109647","","","3/2"
"109648","","","5"
"109649","","","5А"
"109650","","","10"
"109651","","","12"
"109652","","","12А"
"109653","","","12Б"
"109654","","","13"
"109655","","","14/9"
"109656","","","15"
"109657","","","15А"
"109658","","","16"
"109659","","","18"
"109660","","","18А"
"109661","","","20"
"109662","","","22"
"109663","","","22А"
"109664","","","24"
"109665","","","26"
"109666","","","1/11"
"109667","","","Гречка Маршала вул."
"109668","","","2"
"109669","","","3"
"109670","","","4"
"109671","","","6"
"109672","","","6А"
"109673","","","6Б"
"109674","","","7"
"109675","","","8"
"109676","","","8А"
"109677","","","8Б"
"109678","","","8В"
"109679","","","8Г"
"109680","","","8Д"
"109681","","","9"
"109682","","","9А"
"109683","","","9Б"
"109684","","","9В"
"109685","","","9Г"
"109686","","","9Д"
"109687","","","10"
"109688","","","10А"
"109689","","","10Б"
"109690","","","10В"
"109691","","","10Г"
"109692","","","11"
"109693","","","11А"
"109694","","","12"
"109695","","","12А"
"109696","","","12Б"
"109697","","","12В"
"109698","","","12Г"
"109699","","","12Д"
"109700","","","13"
"109701","","","13А"
"109702","","","14"
"109703","","","14А"
"109704","","","16"
"109705","","","18"
"109706","","","18А"
"109707","","","18Б"
"109708","","","18В"
"109709","","","18Г"
"109710","","","18Д"
"109711","","","20"
"109712","","","20А"
"109713","","","20Б"
"109714","","","20В"
"109715","","","20Г"
"109716","","","20Д"
"109717","","","22"
"109718","","","22А"
"109719","","","24"
"109720","","","24А"
"109721","","","24Б"
"109722","","","24В"
"109723","","","26"
"109724","","","26А"
"109725","","","1"
"109726","","","Григоренка Петра просп."
"109727","","","1/7"
"109728","","","1А"
"109729","","","1Б"
"109730","","","3А"
"109731","","","3Б"
"109732","","","3В"
"109733","","","5"
"109734","","","7А"
"109735","","","7Б"
"109736","","","7В"
"109737","","","8"
"109738","","","9"
"109739","","","11А"
"109740","","","13"
"109741","","","13Б"
"109742","","","15"
"109743","","","15/27"
"109744","","","16"
"109745","","","18"
"109746","","","18А"
"109747","","","19"
"109748","","","19А"
"109749","","","20"
"109750","","","20А"
"109751","","","21"
"109752","","","21А"
"109753","","","21Б"
"109754","","","21В"
"109755","","","22/20"
"109756","","","23"
"109757","","","24"
"109758","","","25"
"109759","","","25А"
"109760","","","25Б"
"109761","","","25В"
"109762","","","26"
"109763","","","26А"
"109764","","","27"
"109765","","","28"
"109766","","","28А"
"109767","","","28Б"
"109768","","","28В"
"109769","","","29"
"109770","","","31"
"109771","","","33/44"
"109772","","","33/44А"
"109773","","","36"
"109774","","","36А"
"109775","","","36Б"
"109776","","","38"
"109777","","","38А"
"109778","","","39"
"109779","","","39А"
"109780","","","39Б"
"109781","","","39В"
"109782","","","40"
"109783","","","41"
"109784","","","43"
"109785","","","О9А-БМ1"
"109786","","","1"
"109787","","","Григоровича-Барського вул."
"109788","","","2"
"109789","","","3"
"109790","","","3А"
"109791","","","4А"
"109792","","","5"
"109793","","","5А"
"109794","","","7"
"109795","","","7А"
"109796","","","1"
"109797","","","Гришка Михайла вул."
"109798","","","1Б/6"
"109799","","","3"
"109800","","","3А"
"109801","","","3А-5"
"109802","","","4"
"109803","","","4А"
"109804","","","5"
"109805","","","6"
"109806","","","6А"
"109807","","","7"
"109808","","","8"
"109809","","","8А"
"109810","","","8Б"
"109811","","","9"
"109812","","","10"
"109813","","","14"
"109814","","","1/35"
"109815","","","Гродненська вул."
"109816","","","3/5"
"109817","","","4"
"109818","","","5"
"109819","","","6"
"109820","","","8"
"109821","","","9"
"109822","","","10"
"109823","","","11"
"109824","","","11А"
"109825","","","11В"
"109826","","","12"
"109827","","","13"
"109828","","","14"
"109829","","","14А"
"109830","","","15"
"109831","","","15А"
"109832","","","16"
"109833","","","17"
"109834","","","17А"
"109835","","","18"
"109836","","","19"
"109837","","","19А"
"109838","","","20/2"
"109839","","","21"
"109840","","","22/1"
"109841","","","23"
"109842","","","24"
"109843","","","26"
"109844","","","27"
"109845","","","28"
"109846","","","29"
"109847","","","32"
"109848","","","32А"
"109849","","","36"
"109850","","","3"
"109851","","","Гродненський пров."
"109852","","","3А"
"109853","","","5"
"109854","","","6"
"109855","","","7"
"109856","","","10"
"109857","","","12"
"109858","","","16"
"109859","","","16/3"
"109860","","","12"
"109861","","","Грозненська вул."
"109862","","","14"
"109863","","","16"
"109864","","","18"
"109865","","","2/10"
"109866","","","Громадська вул."
"109867","","","3"
"109868","","","4"
"109869","","","5"
"109870","","","7"
"109871","","","9"
"109872","","","10/1"
"109873","","","11"
"109874","","","12"
"109875","","","13"
"109876","","","13А"
"109877","","","14"
"109878","","","15"
"109879","","","16"
"109880","","","17"
"109881","","","18"
"109882","","","19"
"109883","","","20/11"
"109884","","","23"
"109885","","","25/13"
"109886","","","1"
"109887","","","Громової Уляни вул."
"109888","","","2/27"
"109889","","","3"
"109890","","","4"
"109891","","","5"
"109892","","","6"
"109893","","","8"
"109894","","","10"
"109895","","","12"
"109896","","","14"
"109897","","","16"
"109898","","","18"
"109899","","","20"
"109900","","","22"
"109901","","","24"
"109902","","","26"
"109903","","","28"
"109904","","","30"
"109905","","","26"
"109906","","","Грузинська вул."
"109907","","","26А"
"109908","","","27А"
"109909","","","28"
"109910","","","28А"
"109911","","","29"
"109912","","","30"
"109913","","","30А"
"109914","","","33А"
"109915","","","34"
"109916","","","35"
"109917","","","35А"
"109918","","","38"
"109919","","","38А"
"109920","","","40"
"109921","","","40А"
"109922","","","3"
"109923","","","Грузинський пров."
"109924","","","3А"
"109925","","","4"
"109926","","","5"
"109927","","","5А"
"109928","","","6"
"109929","","","6А"
"109930","","","7"
"109931","","","8"
"109932","","","8А"
"109933","","","10"
"109934","","","10А"
"109935","","","11"
"109936","","","16"
"109937","","","17"
"109938","","","18"
"109939","","","18А"
"109940","","","19"
"109941","","","20/14"
"109942","","","22/3"
"109943","","","24"
"109944","","","26"
"109945","","","28/2"
"109946","","","1"
"109947","","","Грушевського Михайла вул."
"109948","","","1А"
"109949","","","1Б"
"109950","","","1В"
"109951","","","1Д"
"109952","","","3"
"109953","","","4"
"109954","","","4А"
"109955","","","4Б"
"109956","","","5"
"109957","","","5А"
"109958","","","6"
"109959","","","7"
"109960","","","7А"
"109961","","","8/16"
"109962","","","9"
"109963","","","9А"
"109964","","","10"
"109965","","","12/2"
"109966","","","14/1"
"109967","","","16"
"109968","","","18/2"
"109969","","","20/1"
"109970","","","22"
"109971","","","26/1"
"109972","","","28"
"109973","","","28/2"
"109974","","","30/1"
"109975","","","32"
"109976","","","34/1"
"109977","","","34А"
"109978","","","36"
"109979","","","П1"
"109980","","","П3"
"109981","","","П4"
"109982","","","Т"
"109983","","","Ф1"
"109984","","","Гулака Миколи вул."
"109985","","","2"
"109986","","","Гулака-Артемовського пров."
"109987","","","3"
"109988","","","4"
"109989","","","5"
"109990","","","6"
"109991","","","7"
"109992","","","8"
"109993","","","1"
"109994","","","Гурамішвілі Давида вул."
"109995","","","1А"
"109996","","","2"
"109997","","","2А"
"109998","","","3"
"109999","","","4"
"110000","","","5"
"110001","","","6"
"110002","","","7"
"110003","","","8"
"110004","","","9"
"110005","","","10"
"110006","","","11"
"110007","","","11А"
"110008","","","12"
"110009","","","13"
"110010","","","14"
"110011","","","15"
"110012","","","16"
"110013","","","1"
"110014","","","Гусовського вул."
"110015","","","2"
"110016","","","2А"
"110017","","","4"
"110018","","","4А"
"110019","","","5"
"110020","","","8/10"
"110021","","","9"
"110022","","","11/11"
"110023","","","12/7"
"110024","","","2/15"
"110025","","","Гучний пров."
"110026","","","2А"
"110027","","","3"
"110028","","","4"
"110029","","","5"
"110030","","","6"
"110031","","","7"
"110032","","","8"
"110033","","","9"
"110034","","","10"
"110035","","","11"
"110036","","","12"
"110037","","","13"
"110038","","","13А"
"110039","","","14"
"110040","","","15"
"110041","","","16"
"110042","","","17"
"110043","","","18"
"110044","","","19/16"
"110045","","","2"
"110046","","","Дібровна вул."
"110047","","","12"
"110048","","","14/9"
"110049","","","15"
"110050","","","16"
"110051","","","17"
"110052","","","18"
"110053","","","19"
"110054","","","21"
"110055","","","21А"
"110056","","","23"
"110057","","","24"
"110058","","","27"
"110059","","","29"
"110060","","","32"
"110061","","","7"
"110062","","","Дібровний пров."
"110063","","","11"
"110064","","","12"
"110065","","","1/5"
"110066","","","Давидова Олексія бульв."
"110067","","","2/7"
"110068","","","2А"
"110069","","","3"
"110070","","","4"
"110071","","","5"
"110072","","","6"
"110073","","","7"
"110074","","","9/1"
"110075","","","10"
"110076","","","12"
"110077","","","13"
"110078","","","13/1"
"110079","","","13А"
"110080","","","14"
"110081","","","14/1"
"110082","","","15"
"110083","","","16"
"110084","","","17"
"110085","","","17А"
"110086","","","18"
"110087","","","18/2"
"110088","","","19"
"110089","","","19/1"
"110090","","","20"
"110091","","","20/1"
"110092","","","19/7"
"110093","","","Далека вул."
"110094","","","21"
"110095","","","22"
"110096","","","23"
"110097","","","24"
"110098","","","25"
"110099","","","1/79"
"110100","","","Данькевича Костянтина вул."
"110101","","","1А"
"110102","","","3"
"110103","","","4"
"110104","","","4А"
"110105","","","5"
"110106","","","7"
"110107","","","7А"
"110108","","","13"
"110109","","","15"
"110110","","","17"
"110111","","","Т10-БМ2"
"110112","","","Т10-БМ8"
"110113","","","1"
"110114","","","Дарвіна вул."
"110115","","","1А"
"110116","","","2"
"110117","","","3"
"110118","","","4"
"110119","","","5"
"110120","","","6"
"110121","","","7"
"110122","","","8"
"110123","","","10"
"110124","","","12"
"110125","","","1"
"110126","","","Дарницький бульв."
"110127","","","1А"
"110128","","","3"
"110129","","","3А"
"110130","","","4"
"110131","","","4А"
"110132","","","5"
"110133","","","7"
"110134","","","7А"
"110135","","","8"
"110136","","","8А"
"110137","","","9"
"110138","","","10"
"110139","","","10А"
"110140","","","11"
"110141","","","12"
"110142","","","13"
"110143","","","15"
"110144","","","17"
"110145","","","19"
"110146","","","21"
"110147","","","23"
"110148","","","БМ1"
"110149","","","Дачна вул."
"110150","","","Дачна вул. (Софіїв.Борщагівка)"
"110151","","","28"
"110152","","","Дачно-Білицька вул."
"110153","","","42"
"110154","","","5"
"110155","","","Дашавська вул."
"110156","","","20"
"110157","","","22"
"110158","","","23"
"110159","","","24"
"110160","","","25"
"110161","","","27"
"110162","","","27А"
"110163","","","27Б"
"110164","","","35"
"110165","","","37"
"110166","","","1"
"110167","","","Двінська вул."
"110168","","","1А"
"110169","","","3"
"110170","","","4"
"110171","","","13/6"
"110172","","","15/5"
"110173","","","17"
"110174","","","19"
"110175","","","2"
"110176","","","Дев'Ятого Травня вул."
"110177","","","3"
"110178","","","4"
"110179","","","5"
"110180","","","6"
"110181","","","7"
"110182","","","8"
"110183","","","9"
"110184","","","9А"
"110185","","","10"
"110186","","","13"
"110187","","","14"
"110188","","","15"
"110189","","","16"
"110190","","","16А"
"110191","","","17"
"110192","","","18"
"110193","","","19"
"110194","","","20"
"110195","","","21"
"110196","","","21А"
"110197","","","22"
"110198","","","23"
"110199","","","25"
"110200","","","1"
"110201","","","Дегтярівська вул."
"110202","","","3"
"110203","","","3А"
"110204","","","4"
"110205","","","4А"
"110206","","","5"
"110207","","","6"
"110208","","","6А"
"110209","","","7"
"110210","","","7А"
"110211","","","7Б"
"110212","","","8А"
"110213","","","9"
"110214","","","10"
"110215","","","11"
"110216","","","11В"
"110217","","","11Г"
"110218","","","12/7"
"110219","","","13"
